,cr1-cr-other,cr2-cr-other,cr3-cr-other,cr3-i1,cr3-i2,cr3-i3,cr3-i6,cr4-cr-other,cr5-cr-other,cr5-i1,cr5-i4,cr5-i5,cr5-i7,cr5-i9,cr6-i1,"ft1-ft-other::
# of people wanted","ft2-ft-other::
name of team","ft3-ft-other::
team project focus","ft4-ft-other::
team project technology","ft5-i1::
front end wanted","ft5-i2::
back end wanted","ft5-i3::
data scientist wanted","ft5-i4::
designer wanted","ft5-i5::
ios person wanted","ft5-i6::
other roles wanted","ft5-i7::
web dev wanted","ft6-ft-other::
team project experience","ft7-ft-other::
team emails",other interest: ai,other interest: educ,other interest: technolog,other languages: matlab,"q1-i10::
fashion","q1-i11::
sports","q1-i12::
arts","q1-i1::
finance","q1-i2::
politics","q1-i3::
health","q1-i4::
travel","q1-i5::
entertainment","q1-i6::
music","q1-i7::
economics","q1-i8::
social issues","q1-i9::
gaming","q1-other::
other interest","q2-i1::
front end engineer","q2-i2::
back end engineer","q2-i3::
data scientist","q2-i4::
designer","q2-i5::
ios","q2-i6::
andriod","q2-other::
other role","q3-i10::
game dev","q3-i1::
web app dev","q3-i2::
mobile app dev","q3-i3::
data mining","q3-i4::
machine intel","q3-i5::
computer networks","q3-i6::
algorithm design","q3-i7::
vr/ar","q3-i8::
hardware","q3-i9::
IoT","q3-other::
other experience","q4-i10::
scala","q4-i1::
html","q4-i2::
js","q4-i3::
java","q4-i4::
c++","q4-i5::
python","q4-i6::
ruby","q4-i7::
c#","q4-i8::
sql","q4-i9::
swift","q4-other::
other languages","q5-i1::
communication skills","q5-i2::
design skills","q5-i3::
presentation skills","q5-i4::
project management skills","q6-i1::
have fun","q6-i2::
learn tech","q6-i3::
win","q6-i4::
socialize","q7-i1::
great code","q7-i2::
great concept","q7-i3::
great design","q7-i4::
great presentation","team join::
if want to join a team","team::
if have team","teammates::
if looking for teammate",uid
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,,Travel,Entertainment,Music,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,,Completed one project/course,Some experience,,Some experience,,,,,,Completed one project/course,Completed one project/course,Completed multiple projects/courses,,Completed multiple projects/courses,,,Some experience,,,4,2,3,3,3,4,5,5,3,4,,4,true,false,,59dd92123b62e811697f4b53
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,,,,Travel,Entertainment,,,,Gaming,,Front-end Engineer,Back-end Engineer,,,,,,Some experience,Completed one project/course,,,,,Some experience,,,,,,Some experience,Completed one project/course,Completed one project/course,,,,,No experience,,"YQL, node js",3,3,,2,4,3,1,5,5,2,4,1,true,false,,59ddb9293b62e811697f4b5d
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Politics,,,,,,,Gaming,quantum computing and artificial intelegence  ,Front-end Engineer,Back-end Engineer,,,,,,Some experience,,,No experience,Some experience,,Some experience,,Some experience,,,,,,Completed one project/course,,Completed one project/course,,,,,,3,4,3,4,3,5,3,4,5,3,5,4,true,false,,59de2f233b62e811697f4b66
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed multiple projects/courses,Some experience,Some experience,Some experience,Some experience,Some experience,Completed one project/course,Some experience,Completed one project/course,Some experience,,,Some experience,No experience,Completed one project/course,Completed multiple projects/courses,Some experience,,No experience,,,,5,4,5,4,4,5,3,5,3,5,4,5,,,,59de542d3b62e811697f4b6e
131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,Entertainment,,,Social Issues,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,No experience,,,,,,,,,,,,Some experience,,Some experience,,Completed one project/course,,Some experience,,,,4,2,3,3,5,5,,5,4,4,3,3,true,false,,59de57dd3b62e811697f4b70
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed multiple projects/courses,No experience,,Some experience,,,,Some experience,,Some experience,,Completed one project/course,,,Some experience,,,4,3,4,3,3,5,3,4,4,5,4,4,,,,59de74653b62e811697f4b75
133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,Sports,,,,,Travel,,Music,,,,,Front-end Engineer,Back-end Engineer,,,,,,,Completed one project/course,,,,,,,,,,,Completed one project/course,Completed one project/course,Completed multiple projects/courses,,,,,,,,4,3,3,2,5,3,,3,3,3,4,3,true,false,,59de955e3b62e811697f4b7e
134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,Health,Travel,Entertainment,Music,,,,,,Back-end Engineer,,,,,,,Completed multiple projects/courses,Some experience,Some experience,,,Some experience,,Some experience,Some experience,,,Completed multiple projects/courses,Some experience,Some experience,,Completed multiple projects/courses,,,Some experience,,,4,4,3,2,5,5,3,4,4,5,4,3,true,false,,59de9e6a3b62e811697f4b80
135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Some experience,Some experience,Some experience,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,,,Some experience,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,59deb7ac3b62e811697f4b83
136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Issues,,,,Back-end Engineer,Data Scientist,,,,,,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Some experience,,,5,3,4,5,4,4,4,4,4,5,5,5,true,false,,59dee0703b62e811697f4b8c
137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,false,false,59df700e3b62e811697f4b91
138,,,,,,,,,,,,,,,,2,Instinct,Web application ,"Python, JavaScript, SQL",Front-end Engineer,Back-end Engineer,,,,,0,1 year,59dd6fce3b62e811697f4b4a,,,,,,,,Finance,,,Travel,Entertainment,Music,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,,,Android,,,Some experience,Some experience,Some experience,Some experience,Completed one project/course,Some experience,,,Some experience,,Some experience,Some experience,Some experience,Completed one project/course,Completed one project/course,Some experience,,Some experience,Completed one project/course,Some experience,,4,3,4,3,5,5,5,5,5,5,5,5,,true,true,59dff0d93b62e811697f4ba0
139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,,,Music,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,No experience,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,4,4,4,5,4,4,5,4,5,5,4,4,true,false,,59e0cf6f3b62e811697f4bad
140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,Arts,,,Health,Travel,Entertainment,Music,,Social Issues,Gaming,,,,,Designer,,Android,,,Some experience,Some experience,,,,,,Completed multiple projects/courses,Some experience,,,Some experience,Completed one project/course,Completed one project/course,,Some experience,,,,,,3,4,2,4,5,5,,3,3,4,3,2,,true,false,59e0fe533b62e811697f4bb4
141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,Entertainment,,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,iOS,Android,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,4,4,4,4,4,4,4,4,3,4,3,5,true,false,,59e130be3b62e811697f4bb9
142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,iOS,Android,,,,,,,,,,Completed one project/course,,,,Some experience,,,Some experience,,,,,,,5,3,4,4,5,4,4,5,4,5,5,4,true,false,,59e1aced3b62e811697f4bc4
143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,iOS,,,Some experience,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,Some experience,Completed one project/course,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Some experience,Some experience,Completed one project/course,Completed multiple projects/courses,,5,5,5,5,5,5,5,5,5,5,5,5,true,false,,59e27cdf3b62e811697f4bd5
144,The Dawghaus,"Create an app that allows a user to choose a place to eat nearby and our app should display the restaurant's info (menu, yelp page, closing time, etc).",,Front-end Engineer,Back-end Engineer,,Android,Android Studio/XML or Flutter/Dart,,,Travel,,Economics,,Completed one project/course,,,,,,,,,,,,,,,,,,,Sports,,,,Health,,,,,Social Issues,Gaming,,Front-end Engineer,,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,,,Some experience,Completed one project/course,No experience,,,,Completed one project/course,,Completed multiple projects/courses,Completed one project/course,,,Some experience,Some experience,,,4,3,4,5,3,4,3,2,3,4,5,3,false,false,true,59e29e7c3b62e811697f4be2
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,Politics,,Travel,Entertainment,Music,Economics,Social Issues,,Media,,,,,,,I have very limited experience.,,No experience,,,,,,,,,,,Some experience,,,,,,,,,,4,2,4,5,5,5,3,5,4,4,4,4,true,false,,59e2ec393b62e811697f4bec
146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,,,,,,,,,Front-end Engineer,Back-end Engineer,,,,,,,Some experience,,,,,,,,,,,Some experience,Some experience,Some experience,,Completed one project/course,,,Some experience,,,,,,,2,4,,2,4,4,3,3,true,false,,59e2f37d3b62e811697f4bee
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,,,,No experience,Some experience,Some experience,,,,,,,3,3,3,3,5,5,3,4,,,,,,,,59e388333b62e811697f4bf5
148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,,,Travel,Entertainment,Music,,,,,,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,,Completed multiple projects/courses,Some experience,,Some experience,,,,,,Some experience,,,,Some experience,,Some experience,Completed multiple projects/courses,,,5,3,4,2,5,5,5,5,4,5,4,3,true,false,,59e3b03f3b62e811697f4bf8
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,Some experience,,,,,,2,3,2,2,2,5,,3,,,,,false,false,,59e3cf013b62e811697f4c00
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,Arts,,,Health,Travel,Entertainment,Music,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,,,,,Completed multiple projects/courses,,Some experience,Some experience,Completed one project/course,Completed multiple projects/courses,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,C,5,4,4,3,5,5,3,5,5,5,5,5,false,false,,59e3f15e3b62e811697f4c05
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,,,,,,,,Gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59e3f30a3b62e811697f4c06
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,Health,Travel,Entertainment,,Economics,Social Issues,,,,Back-end Engineer,Data Scientist,,,Android,,,No experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Some experience,Completed one project/course,Completed one project/course,,Some experience,Some experience,Some experience,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,Completed one project/course,,,5,4,5,5,5,5,5,5,4,5,5,5,true,false,,59e449623b62e811697f4c12
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,Entertainment,Music,Economics,,,,,Back-end Engineer,,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,Completed one project/course,,,,,,Some experience,Completed multiple projects/courses,Some experience,Some experience,Completed multiple projects/courses,,,Completed one project/course,Some experience,,5,4,5,5,5,,5,3,5,5,5,5,true,false,,59e4587d3b62e811697f4c13
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,Health,Travel,,,,,,,Front-end Engineer,Back-end Engineer,,,,,AI/ ML,,Completed multiple projects/courses,Some experience,Some experience,Completed one project/course,Some experience,Completed multiple projects/courses,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,,,Completed one project/course,,,5,4,3,4,5,5,5,5,5,4,5,4,true,false,,59e4cb233b62e811697f4c19
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business analytics,,,,,,,no idea,,,,,,,,,,,,,,,Some experience,,Completed one project/course,,,Completed one project/course,,,3,2,3,3,5,5,,,,3,3,3,false,false,,59e4ddce3b62e811697f4c1b
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59e5886638e5c61e5eda8954, 59e508ac3b62e811697f4c25",,,,,,Sports,,Finance,,Health,Travel,Entertainment,Music,,Social Issues,,,Front-end Engineer,Back-end Engineer,,,,Android,,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,,Some experience,Completed multiple projects/courses,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,,Some experience,Completed one project/course,Some experience,,2,5,2,5,1,3,5,5,5,4,5,4,,true,true,59e4f59e3b62e811697f4c1f
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gaming,,,Back-end Engineer,,,,Android,,Some experience,,Some experience,,Some experience,,Completed one project/course,,,,,,,Some experience,Completed multiple projects/courses,Some experience,Completed one project/course,,No experience,Some experience,,,3,3,3,3,5,5,5,5,5,4,5,4,true,false,,59e53f593b62e811697f4c31
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,Some experience,,,Completed multiple projects/courses,,,,,,,,Some experience,Completed one project/course,Some experience,,,,Some experience,,3,4,3,2,3,3,2,3,3,4,4,3,,,,59e54cd03b62e811697f4c35
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,,Health,,Entertainment,Music,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,Designer,,,,Some experience,Completed multiple projects/courses,,Completed one project/course,Some experience,Completed one project/course,Completed one project/course,,Completed one project/course,Some experience,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,,5,5,4,5,4,5,4,5,4,5,5,4,true,true,true,59e589c138e5c61e5eda8956
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,Entertainment,,Economics,,,"Recruiting, B2B services",,,,Designer,,,Business + Presentation,,Some experience,,,,,,,,,,,Completed multiple projects/courses,Some experience,,,,,,,,,5,5,5,4,5,3,5,5,2,5,5,5,true,false,,59e5983f065b993ff9e1188a
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,Economics,,Gaming,,,Back-end Engineer,Data Scientist,,,,,Some experience,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,Completed one project/course,Completed one project/course,Completed multiple projects/courses,No experience,Completed one project/course,Completed one project/course,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,,Completed one project/course,Completed multiple projects/courses,,,5,2,4,5,5,5,5,5,5,5,4,5,true,false,,59e5a736065b993ff9e1188c
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arts,,,,,,,,Social Issues,,Education for displaced learners and refugees ,,,,Designer,,,"Communication, Web Design, Educational Consultant ",Some experience,Completed one project/course,,,,,,Some experience,Some experience,Some experience,,,No experience,,,,,,,,,,5,3,5,5,5,5,,5,3,5,5,4,true,false,,59e64dc4065b993ff9e11899
163,,,,,,,,,,,,,,,,,Daypop,Event discovery that adapts with dynamic lifestyles and fosters inclusive communities,"Python, Javascript, Node, React.js, Elixir-Phoenix, PostgreSQL, Redis, HTML, CSS",Front-end Engineer,Back-end Engineer,,Designer,,,,Moderate - we've built prototype web apps before,59e65d3c065b993ff9e1189b,,,,,,,Arts,,,,Travel,Entertainment,Music,Economics,,Gaming,Technology,Front-end Engineer,,,Designer,,,Lead,,Some experience,Some experience,Some experience,,Some experience,Some experience,,Completed multiple projects/courses,,,,Completed multiple projects/courses,Completed one project/course,,Completed one project/course,Some experience,,Some experience,Some experience,Some experience,,4,3,4,3,5,4,3,4,4,4,4,4,,true,false,59e6508e065b993ff9e1189a
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,Completed one project/course,,,Some experience,Some experience,Some experience,,Completed multiple projects/courses,Completed one project/course,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Some experience,Completed one project/course,,,3,1,3,3,5,2,,4,4,2,1,,,,,59e65d3c065b993ff9e1189b
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,Arts,,,,,,,Economics,Social Issues,,,Front-end Engineer,Back-end Engineer,,Designer,,,,,Completed multiple projects/courses,,,Completed one project/course,,Completed one project/course,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Some experience,Completed multiple projects/courses,,,,,,5,5,5,5,5,5,2,5,4,5,5,5,true,false,,59e661ad065b993ff9e1189e
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,Entertainment,,,,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,,,,,Some experience,,Some experience,,,Some experience,,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,Completed one project/course,,,Some experience,,,4,4,3,4,5,5,4,5,5,5,5,5,true,false,,59e664b6065b993ff9e1189f
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,Social Issues,Gaming,,,Back-end Engineer,,,,,,No experience,Completed one project/course,Some experience,,,Completed multiple projects/courses,Completed one project/course,Some experience,Completed one project/course,Some experience,,,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,No experience,Completed multiple projects/courses,Some experience,,,4,3,4,4,5,4,3,4,3,4,4,3,true,false,,59e66bbc065b993ff9e118a0
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travel,Entertainment,Music,,Social Issues,,,Front-end Engineer,Back-end Engineer,,,,,,,Completed one project/course,Some experience,,,Some experience,,,,,,,Completed multiple projects/courses,Some experience,,,Some experience,Completed one project/course,,,,,4,2,4,,5,5,2,4,3,3,,4,true,false,,59e66db7065b993ff9e118a1
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Completed one project/course,Completed one project/course,Some experience,,,,Some experience,,,,,,Completed multiple projects/courses,Some experience,Completed one project/course,,Some experience,,,Some experience,Some experience,,4,2,3,4,4,5,,5,3,4,4,4,,,,59e66e49065b993ff9e118a2
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,,Travel,,Music,,,Gaming,,,,,,,,i have very little experience help,Some experience,,,,Some experience,Some experience,Some experience,,,,,,Some experience,,Completed one project/course,,,,,,,,4,3,4,4,5,5,,5,1,4,4,4,true,false,,59e67834065b993ff9e118a5
171,,,,,,,,,,,,,,,,1,Huskies,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,,,,,Back-end Engineer,,,iOS,,,Completed one project/course,Completed multiple projects/courses,Completed one project/course,Some experience,Some experience,Completed one project/course,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed multiple projects/courses,,No experience,Completed multiple projects/courses,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,Some experience,Completed one project/course,Completed multiple projects/courses,Completed multiple projects/courses,,4,4,5,5,5,4,5,5,4,5,5,5,,true,true,59e6a02a065b993ff9e118b3
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finance,,,,,,Economics,,,,,,Data Scientist,,,,,,,,Completed one project/course,Some experience,,Some experience,,,,,Some experience,,,,Completed one project/course,Completed one project/course,,,Some experience,,,3,2,2,3,5,5,2,5,5,5,3,3,true,false,,59e6c147065b993ff9e118bc
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,Arts,Finance,Politics,Health,Travel,Entertainment,Music,,Social Issues,,,,,,,,,Unsure,,,,,,,,,,,,,,,Completed one project/course,,,,,,,,3,2,4,3,2,5,,4,3,3,3,2,false,false,,59e6cb2b065b993ff9e118c0
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,,Gaming,Science,,,,Designer,,,,Some experience,Some experience,,,,,,Some experience,,,,,Completed one project/course,Completed one project/course,Completed one project/course,,Completed one project/course,,,,,,4,3,4,2,5,5,5,5,4,5,4,3,false,false,,59e7616e065b993ff9e118ca
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Music,Economics,,,,Front-end Engineer,Back-end Engineer,,Designer,,Android,,Completed multiple projects/courses,Some experience,Completed multiple projects/courses,,Some experience,Some experience,Some experience,Some experience,Completed one project/course,Some experience,,,Some experience,Some experience,Completed multiple projects/courses,Some experience,Some experience,,Completed multiple projects/courses,Some experience,,,4,4,4,4,5,5,4,3,4,5,4,4,,true,false,59e7618f065b993ff9e118cb
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,Finance,,,Travel,,,Economics,Social Issues,,,,Back-end Engineer,Data Scientist,Designer,,,,,Some experience,,Some experience,Some experience,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,Completed one project/course,Completed one project/course,Completed multiple projects/courses,Some experience,Completed one project/course,Some experience,,Completed multiple projects/courses,,,4,4,5,3,5,5,5,3,4,5,5,3,true,false,,59e790c9065b993ff9e118d1
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,Health,,,Music,,,,,Front-end Engineer,Back-end Engineer,Data Scientist,,,,,,Completed one project/course,,,Some experience,,Some experience,,Some experience,,,,Completed multiple projects/courses,Completed one project/course,Completed one project/course,,Completed multiple projects/courses,,,,,,3,2,3,2,5,5,5,5,4,5,4,5,true,false,,59e79957065b993ff9e118d2
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,Finance,,Health,Travel,Entertainment,,,Social Issues,,,,,,Designer,,,,,Completed one project/course,Completed one project/course,Some experience,,,,,,,,,Completed multiple projects/courses,Completed one project/course,Completed multiple projects/courses,,,,,Completed one project/course,,,5,5,4,4,4,5,4,5,4,5,5,4,true,false,,59e7e386065b993ff9e118dc
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,,,Some experience,Some experience,Some experience,Some experience,,,,Some experience,,Some experience,Completed one project/course,,,,Completed one project/course,,,5,3,5,3,4,5,3,5,4,5,5,5,,,,59e7f955065b993ff9e118e1
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,,,,Social Issues,,Neurosciencce ,,,Data Scientist,,,,,Some experience,Completed one project/course,Some experience,Some experience,Some experience,Completed multiple projects/courses,Some experience,Some experience,Completed multiple projects/courses,Some experience,,,Completed one project/course,Completed one project/course,Some experience,Some experience,Completed one project/course,,,Some experience,,,5,2,5,5,5,5,5,5,5,5,5,5,,true,true,59e80291065b993ff9e118e4
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,Sports,,,Politics,Health,Travel,Entertainment,Music,,,,,,,Data Scientist,,,Android,,Some experience,Some experience,Completed one project/course,Completed one project/course,Some experience,Some experience,Completed one project/course,Completed one project/course,Some experience,Some experience,,Completed one project/course,Some experience,Some experience,Completed one project/course,,Completed multiple projects/courses,No experience,,Completed one project/course,,,5,3,5,5,5,4,3,2,2,5,4,3,true,false,,59e8390a8dd4091849b47067
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No experience,,,,Some experience,,,,,,,,,,,,,,,,,,,,,59e8af9e8dd4091849b4706f
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health,,Entertainment,,,,Gaming,,,Back-end Engineer,,,,,,,Some experience,Some experience,Completed one project/course,Completed one project/course,Some experience,Completed multiple projects/courses,,Some experience,,,,,,,Completed multiple projects/courses,Completed multiple projects/courses,,,,,,5,4,4,4,4,3,5,2,4,5,4,4,,true,false,59e8b4b78dd4091849b47070
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sports,,,,,,Entertainment,Music,,,Gaming,,,Back-end Engineer,,,,,,Some experience,Some experience,Some experience,,,,Completed one project/course,,Some experience,Some experience,,,Some experience,Some experience,Completed one project/course,,Completed multiple projects/courses,,,,Some experience,,5,3,4,4,5,3,3,4,3,5,4,3,true,false,,59e8b7e18dd4091849b47073
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some experience,,,Some experience,,,,,,3,3,3,2,5,5,,4,,4,3,2,,,,59e8e4198dd4091849b47078
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Entertainment,,,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,,,,,,,Completed one project/course,Some experience,Some experience,,Some experience,Completed one project/course,Completed one project/course,Some experience,Some experience,,,Completed one project/course,Completed one project/course,,Completed multiple projects/courses,Some experience,,Completed one project/course,,,,3,2,4,5,4,4,,5,2,5,4,4,true,false,,59e8f5448dd4091849b47079
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,Arts,Finance,Politics,Health,Travel,Entertainment,Music,Economics,Social Issues,Gaming,,Front-end Engineer,Back-end Engineer,Data Scientist,Designer,,,,,Some experience,,Some experience,No experience,,No experience,,,,Work with API,,Some experience,,Some experience,,Completed one project/course,,,,,,4,4,3,4,5,5,2,5,4,5,5,3,true,false,,59e8f6298dd4091849b4707a
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fashion,,,Finance,,Health,,,,Economics,,,,Front-end Engineer,Back-end Engineer,,,,,,,Some experience,,,,,,Some experience,,,,,Some experience,,Completed one project/course,,Some experience,,,Some experience,,,5,3,2,3,,5,,5,4,5,4,3,true,false,,59e917828dd4091849b4707f
