userId,questionId,question,subQuestion,responseId,response
59cf055dca869411de5a7616,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,4
59cf055dca869411de5a7616,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59cf055dca869411de5a7616,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,2
59cf055dca869411de5a7616,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,4
59cf055dca869411de5a7616,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59cf055dca869411de5a7616,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59cf055dca869411de5a7616,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,3
59cf055dca869411de5a7616,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,3
59e6a02a065b993ff9e118b3,q1,What areas are you most interested in?,,q1-i5,Entertainment
59e6a02a065b993ff9e118b3,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e6a02a065b993ff9e118b3,q2,What role do you expect to play on the team?,,q2-i5,iOS
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Completed one project/course
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Some experience
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Some experience
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed one project/course
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Some experience
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Virtual/Augmented Reality,q3-i7,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q3,Rate your experience with the following technologies:,Game Development,q3-i10,Completed one project/course
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,C++,q4-i4,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,Ruby,q4-i6,Some experience
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,C#,q4-i7,Completed one project/course
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,Swift,q4-i9,Completed multiple projects/courses
59e6a02a065b993ff9e118b3,q4,Rate your experience with the following languages:,,q4-i10,No experience
59e6a02a065b993ff9e118b3,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59e6a02a065b993ff9e118b3,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59e6a02a065b993ff9e118b3,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,5
59e6a02a065b993ff9e118b3,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,5
59e6a02a065b993ff9e118b3,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59e6a02a065b993ff9e118b3,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59e6a02a065b993ff9e118b3,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59e6a02a065b993ff9e118b3,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59e6a02a065b993ff9e118b3,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59e6a02a065b993ff9e118b3,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59e6a02a065b993ff9e118b3,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59e6a02a065b993ff9e118b3,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59e6a02a065b993ff9e118b3,q8,Do you have a team?,,team,true
59e6a02a065b993ff9e118b3,q9,Are you looking for more people to join your team?,,teammates,true
59e6a02a065b993ff9e118b3,ft1,How many more people are you looking for?,,ft1-ft-other,1
59e6a02a065b993ff9e118b3,ft2,What is the name of your team?,,ft2-ft-other,Huskies
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i4,Travel
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i5,Entertainment
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i6,Music
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i11,Sports
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i9,Gaming
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i10,Fashion
59ce5da5ca869411de5a75cd,q1,What areas are you most interested in?,,q1-i1,Finance
59ce5da5ca869411de5a75cd,q2,What role do you expect to play on the team?,,q2-i4,Designer
59ce5da5ca869411de5a75cd,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59ce5da5ca869411de5a75cd,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Some experience
59ce5da5ca869411de5a75cd,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59ce5da5ca869411de5a75cd,q4,Rate your experience with the following languages:,Ruby,q4-i6,Some experience
59ce5da5ca869411de5a75cd,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,5
59ce5da5ca869411de5a75cd,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59ce5da5ca869411de5a75cd,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59ce5da5ca869411de5a75cd,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59ce5da5ca869411de5a75cd,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59ce5da5ca869411de5a75cd,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59ce5da5ca869411de5a75cd,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59ce5da5ca869411de5a75cd,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59ce5da5ca869411de5a75cd,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59ce5da5ca869411de5a75cd,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59ce5da5ca869411de5a75cd,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59ce5da5ca869411de5a75cd,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59ce5da5ca869411de5a75cd,q8,Do you have a team?,,team,false
59ce5da5ca869411de5a75cd,q10,Would you like to join an existing team or project?,,join,true
59e79957065b993ff9e118d2,q1,What areas are you most interested in?,,q1-i11,Sports
59e79957065b993ff9e118d2,q1,What areas are you most interested in?,,q1-i3,Health
59e79957065b993ff9e118d2,q1,What areas are you most interested in?,,q1-i1,Finance
59e79957065b993ff9e118d2,q1,What areas are you most interested in?,,q1-i6,Music
59e79957065b993ff9e118d2,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59e79957065b993ff9e118d2,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e79957065b993ff9e118d2,q2,What role do you expect to play on the team?,,q2-i3,Data Scientist
59e79957065b993ff9e118d2,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59e79957065b993ff9e118d2,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Some experience
59e79957065b993ff9e118d2,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Some experience
59e79957065b993ff9e118d2,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Some experience
59e79957065b993ff9e118d2,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59e79957065b993ff9e118d2,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed one project/course
59e79957065b993ff9e118d2,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59e79957065b993ff9e118d2,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59e79957065b993ff9e118d2,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,3
59e79957065b993ff9e118d2,q5,Rate your skills (worse - better):,Design Skills,q5-i2,2
59e79957065b993ff9e118d2,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,3
59e79957065b993ff9e118d2,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,2
59e79957065b993ff9e118d2,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59e79957065b993ff9e118d2,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59e79957065b993ff9e118d2,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59e79957065b993ff9e118d2,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59e79957065b993ff9e118d2,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59e79957065b993ff9e118d2,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59e79957065b993ff9e118d2,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59e79957065b993ff9e118d2,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59e79957065b993ff9e118d2,q8,Do you have a team?,,team,false
59e79957065b993ff9e118d2,q10,Would you like to join an existing team or project?,,join,true
59e661ad065b993ff9e1189e,q1,What areas are you most interested in?,,q1-i8,Social Issues
59e661ad065b993ff9e1189e,q1,What areas are you most interested in?,,q1-i12,Arts
59e661ad065b993ff9e1189e,q1,What areas are you most interested in?,,q1-i10,Fashion
59e661ad065b993ff9e1189e,q1,What areas are you most interested in?,,q1-i7,Economics
59e661ad065b993ff9e1189e,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59e661ad065b993ff9e1189e,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59e661ad065b993ff9e1189e,q2,What role do you expect to play on the team?,,q2-i4,Designer
59e661ad065b993ff9e1189e,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59e661ad065b993ff9e1189e,q3,Rate your experience with the following technologies:,Machine Intelligence,q3-i4,Completed one project/course
59e661ad065b993ff9e1189e,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed one project/course
59e661ad065b993ff9e1189e,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59e661ad065b993ff9e1189e,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed multiple projects/courses
59e661ad065b993ff9e1189e,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59e661ad065b993ff9e1189e,q4,Rate your experience with the following languages:,C++,q4-i4,Some experience
59e661ad065b993ff9e1189e,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59e661ad065b993ff9e1189e,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,5
59e661ad065b993ff9e1189e,q5,Rate your skills (worse - better):,Design Skills,q5-i2,5
59e661ad065b993ff9e1189e,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,5
59e661ad065b993ff9e1189e,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,5
59e661ad065b993ff9e1189e,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59e661ad065b993ff9e1189e,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59e661ad065b993ff9e1189e,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,2
59e661ad065b993ff9e1189e,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59e661ad065b993ff9e1189e,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59e661ad065b993ff9e1189e,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59e661ad065b993ff9e1189e,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59e661ad065b993ff9e1189e,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59e661ad065b993ff9e1189e,q8,Do you have a team?,,team,false
59e661ad065b993ff9e1189e,q10,Would you like to join an existing team or project?,,join,true
59cf1e6eca869411de5a763d,q1,What areas are you most interested in?,,q1-i4,Travel
59cf1e6eca869411de5a763d,q1,What areas are you most interested in?,,q1-i9,Gaming
59cf1e6eca869411de5a763d,q1,What areas are you most interested in?,,q1-i3,Health
59cf1e6eca869411de5a763d,q1,What areas are you most interested in?,,q1-i8,Social Issues
59cf1e6eca869411de5a763d,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59cf1e6eca869411de5a763d,q2,What role do you expect to play on the team?,,q2-i6,Android
59cf1e6eca869411de5a763d,q1,What areas are you most interested in?,,q1-other,Research
59cf1e6eca869411de5a763d,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,No experience
59cf1e6eca869411de5a763d,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Completed one project/course
59cf1e6eca869411de5a763d,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,No experience
59cf1e6eca869411de5a763d,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed one project/course
59cf1e6eca869411de5a763d,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed multiple projects/courses
59cf1e6eca869411de5a763d,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,No experience
59cf1e6eca869411de5a763d,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59cf1e6eca869411de5a763d,q4,Rate your experience with the following languages:,C++,q4-i4,Completed one project/course
59cf1e6eca869411de5a763d,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59cf1e6eca869411de5a763d,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,3
59cf1e6eca869411de5a763d,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59cf1e6eca869411de5a763d,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,3
59cf1e6eca869411de5a763d,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,3
59cf1e6eca869411de5a763d,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59cf1e6eca869411de5a763d,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59cf1e6eca869411de5a763d,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59cf1e6eca869411de5a763d,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59cf1e6eca869411de5a763d,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59cf1e6eca869411de5a763d,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59cf1e6eca869411de5a763d,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,5
59cf1e6eca869411de5a763d,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,5
59cf1e6eca869411de5a763d,q8,Do you have a team?,,team,false
59cf1e6eca869411de5a763d,q10,Would you like to join an existing team or project?,,join,true
59de74653b62e811697f4b75,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,No experience
59de74653b62e811697f4b75,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed multiple projects/courses
59de74653b62e811697f4b75,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Some experience
59de74653b62e811697f4b75,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Some experience
59de74653b62e811697f4b75,q4,Rate your experience with the following languages:,Java,q4-i3,Some experience
59de74653b62e811697f4b75,q4,Rate your experience with the following languages:,Python,q4-i5,Completed one project/course
59de74653b62e811697f4b75,q4,Rate your experience with the following languages:,SQL,q4-i8,Some experience
59de74653b62e811697f4b75,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59de74653b62e811697f4b75,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59de74653b62e811697f4b75,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59de74653b62e811697f4b75,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,3
59de74653b62e811697f4b75,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,3
59de74653b62e811697f4b75,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59de74653b62e811697f4b75,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59de74653b62e811697f4b75,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,4
59de74653b62e811697f4b75,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59de74653b62e811697f4b75,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59de74653b62e811697f4b75,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59de74653b62e811697f4b75,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,4
59dbdbc48ac2a56ad2aaef0a,q2,What role do you expect to play on the team?,,q2-i6,Android
59dbdbc48ac2a56ad2aaef0a,q2,What role do you expect to play on the team?,,q2-i4,Designer
59dbdbc48ac2a56ad2aaef0a,q2,What role do you expect to play on the team?,,q2-i1,Front-end Engineer
59dbdbc48ac2a56ad2aaef0a,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59dbdbc48ac2a56ad2aaef0a,q2,What role do you expect to play on the team?,,q2-other,Security
59dbdbc48ac2a56ad2aaef0a,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed multiple projects/courses
59dbdbc48ac2a56ad2aaef0a,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Completed one project/course
59dbdbc48ac2a56ad2aaef0a,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed one project/course
59dbdbc48ac2a56ad2aaef0a,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Some experience
59dbdbc48ac2a56ad2aaef0a,q3,Rate your experience with the following technologies:,Hardware,q3-i8,Completed one project/course
59dbdbc48ac2a56ad2aaef0a,q3,Rate your experience with the following technologies:,Internet of Things (IoT),q3-i9,Some experience
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed multiple projects/courses
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Some experience
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,Java,q4-i3,Some experience
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,C++,q4-i4,Some experience
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,Python,q4-i5,Some experience
59dbdbc48ac2a56ad2aaef0a,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,4
59dbdbc48ac2a56ad2aaef0a,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,4
59dbdbc48ac2a56ad2aaef0a,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,3
59dbdbc48ac2a56ad2aaef0a,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59dbdbc48ac2a56ad2aaef0a,q8,Do you have a team?,,team,true
59dbdbc48ac2a56ad2aaef0a,q9,Are you looking for more people to join your team?,,teammates,true
59dbdbc48ac2a56ad2aaef0a,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59dbdbc48ac2a56ad2aaef0a,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59dbdbc48ac2a56ad2aaef0a,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,5
59dbdbc48ac2a56ad2aaef0a,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59dbdbc48ac2a56ad2aaef0a,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59dbdbc48ac2a56ad2aaef0a,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,3
59dbdbc48ac2a56ad2aaef0a,q5,Rate your skills (worse - better):,Design Skills,q5-i2,4
59dbdbc48ac2a56ad2aaef0a,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed one project/course
59dbdbc48ac2a56ad2aaef0a,q1,What areas are you most interested in?,,q1-i3,Health
59dbdbc48ac2a56ad2aaef0a,q1,What areas are you most interested in?,,q1-other,"Security, App Development, Web Based Platforms"
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,C#,q4-i7,Some experience
59dbdbc48ac2a56ad2aaef0a,q4,Rate your experience with the following languages:,,q4-other,Java
59dbdbc48ac2a56ad2aaef0a,ft1,How many more people are you looking for?,,ft1-ft-other,2
59dbdbc48ac2a56ad2aaef0a,ft2,What is the name of your team?,,ft2-ft-other,Codenza
59dbdbc48ac2a56ad2aaef0a,ft3,What is the focus of your team's project?,,ft3-ft-other,Not Yet Decided
59dbdbc48ac2a56ad2aaef0a,ft4,What technologies do you plan to use for your project?,,ft4-ft-other,Anything that be used at that moment
59dbdbc48ac2a56ad2aaef0a,ft5,Who are you looking for?,,ft5-i1,Front-end Engineer
59dbdbc48ac2a56ad2aaef0a,ft5,Who are you looking for?,,ft5-i2,Back-end Engineer
59dbdbc48ac2a56ad2aaef0a,ft5,Who are you looking for?,,ft5-i6,
59dbdbc48ac2a56ad2aaef0a,ft7,"If you already have teammates, may you provide their email addresses? (separated by a comma)",,ft7-ft-other,"59da9d688ac2a56ad2aaeee3, 59cf1ea4ca869411de5a763e"
59cf10f9ca869411de5a762c,q1,What areas are you most interested in?,,q1-i9,Gaming
59cf10f9ca869411de5a762c,q1,What areas are you most interested in?,,q1-i11,Sports
59dbdbc48ac2a56ad2aaef0a,ft6,How experienced is your team?,,ft6-ft-other,Good
59cf10f9ca869411de5a762c,q1,What areas are you most interested in?,,q1-i7,Economics
59cf10f9ca869411de5a762c,q2,What role do you expect to play on the team?,,q2-i2,Back-end Engineer
59cf10f9ca869411de5a762c,q2,What role do you expect to play on the team?,,q2-i3,Data Scientist
59cf10f9ca869411de5a762c,q2,What role do you expect to play on the team?,,q2-i6,Android
59cf10f9ca869411de5a762c,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Some experience
59cf10f9ca869411de5a762c,q3,Rate your experience with the following technologies:,Mobile Application Development,q3-i2,Some experience
59cf10f9ca869411de5a762c,q3,Rate your experience with the following technologies:,Data Analytics/Mining,q3-i3,Completed one project/course
59cf10f9ca869411de5a762c,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Some experience
59cf10f9ca869411de5a762c,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed one project/course
59cf10f9ca869411de5a762c,q4,Rate your experience with the following languages:,Java,q4-i3,Completed multiple projects/courses
59cf10f9ca869411de5a762c,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59cf10f9ca869411de5a762c,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed one project/course
59cf10f9ca869411de5a762c,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59cf10f9ca869411de5a762c,q5,Rate your skills (worse - better):,Design Skills,q5-i2,2
59cf10f9ca869411de5a762c,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,2
59cf10f9ca869411de5a762c,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59cf10f9ca869411de5a762c,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59cf10f9ca869411de5a762c,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,4
59cf10f9ca869411de5a762c,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,2
59cf10f9ca869411de5a762c,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59cf10f9ca869411de5a762c,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59cf10f9ca869411de5a762c,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
59cf10f9ca869411de5a762c,q7,Rate how important the following is for your final project? (Rate),Great design,q7-i3,3
59cf10f9ca869411de5a762c,q7,Rate how important the following is for your final project? (Rate),Great presentation,q7-i4,3
59cf10f9ca869411de5a762c,q8,Do you have a team?,,team,false
59cf10f9ca869411de5a762c,q10,Would you like to join an existing team or project?,,join,true
59dbdbc48ac2a56ad2aaef0a,ft5,Who are you looking for?,,ft5-i7,Web Dev
59d00bdec8bca053d261c449,q1,What areas are you most interested in?,,q1-i8,Social Issues
59d00bdec8bca053d261c449,q1,What areas are you most interested in?,,q1-i12,Arts
59dd6fce3b62e811697f4b4a,q3,Rate your experience with the following technologies:,Web Application Development,q3-i1,Completed one project/course
59d00bdec8bca053d261c449,q4,Rate your experience with the following languages:,Java,q4-i3,Completed one project/course
59dd6fce3b62e811697f4b4a,q3,Rate your experience with the following technologies:,Computer Networks,q3-i5,Completed one project/course
59d00bdec8bca053d261c449,q4,Rate your experience with the following languages:,Python,q4-i5,Completed multiple projects/courses
59dd6fce3b62e811697f4b4a,q3,Rate your experience with the following technologies:,Algorithm Design,q3-i6,Completed one project/course
59d00bdec8bca053d261c449,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d00bdec8bca053d261c449,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59dd6fce3b62e811697f4b4a,q4,Rate your experience with the following languages:,HTML/CSS,q4-i1,Completed one project/course
59d00bdec8bca053d261c449,q5,Rate your skills (worse - better):,Presentation Skills,q5-i3,4
59dd6fce3b62e811697f4b4a,q4,Rate your experience with the following languages:,JavaScript,q4-i2,Completed one project/course
59d00bdec8bca053d261c449,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,4
59dd6fce3b62e811697f4b4a,q4,Rate your experience with the following languages:,Java,q4-i3,Completed multiple projects/courses
59dd6fce3b62e811697f4b4a,q4,Rate your experience with the following languages:,Python,q4-i5,No experience
59dd6fce3b62e811697f4b4a,q4,Rate your experience with the following languages:,SQL,q4-i8,Completed one project/course
59d00bdec8bca053d261c449,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59d00bdec8bca053d261c449,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59d00bdec8bca053d261c449,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59dd6fce3b62e811697f4b4a,q5,Rate your skills (worse - better):,Communication Skills,q5-i1,4
59d00bdec8bca053d261c449,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,4
59d00bdec8bca053d261c449,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,4
59dd6fce3b62e811697f4b4a,q5,Rate your skills (worse - better):,Design Skills,q5-i2,3
59dd6fce3b62e811697f4b4a,q5,Rate your skills (worse - better):,Project Management Skills,q5-i4,3
59dd6fce3b62e811697f4b4a,q6,Why are you attending BostonHacks? (Rate),Gain technical skills,q6-i2,5
59dd6fce3b62e811697f4b4a,q6,Why are you attending BostonHacks? (Rate),Have fun!,q6-i1,5
59dd6fce3b62e811697f4b4a,q6,Why are you attending BostonHacks? (Rate),Win,q6-i3,3
59dd6fce3b62e811697f4b4a,q6,Why are you attending BostonHacks? (Rate),Meet new people,q6-i4,5
59dd6fce3b62e811697f4b4a,q7,Rate how important the following is for your final project? (Rate),Great code,q7-i1,5
59dd6fce3b62e811697f4b4a,q7,Rate how important the following is for your final project? (Rate),Great concept,q7-i2,5
